PC1,PC2,quality,wine_type
-2.847959122215531,0.23121132191086352,5,Tinto
-3.0632934469476005,-0.35626104290037164,5,Tinto
-3.0632934469476005,-0.35626104290037164,5,Tinto
-2.6233218572140986,0.29991220238807836,5,Tinto
-3.3399573929833943,-0.49448996068032486,5,Tinto
-1.6438807213891782,1.29585011764351,5,Tinto
-4.074880656104463,0.5122114084656464,6,Tinto
-2.6729683305049323,0.4558455935400402,6,Tinto
-1.9233391656341277,0.7354166421162839,5,Tinto
-1.939367154561006,0.6784019912045951,5,Tinto
-2.6629891203354927,1.2541139658314338,4,Tinto
-1.6823983721120352,2.36798313187519,5,Tinto
-2.5689479264090536,1.3846181316622646,5,Tinto
-2.5689479264090536,1.3846181316622646,5,Tinto
-3.5408514706884775,-0.14905624708196266,6,Tinto
-2.4978062975396047,0.005955609025568909,5,Tinto
-2.5242238320906307,2.113944913661639,4,Tinto
-2.3348875360445387,-0.18122507113727093,5,Tinto
-5.482672088710146,6.015577091137021,5,Tinto
-1.5237739318544126,1.1836553475439693,5,Tinto
-5.932826631255033,4.5725018416362815,5,Tinto
-1.512712581723276,0.08140895039579918,6,Tinto
-2.3019525212420517,-0.037088498687851634,5,Tinto
-3.825241942364103,3.472247458120581,6,Tinto
-2.4559640746422997,0.44131919554752147,5,Tinto
-2.086681783409863,2.9396506304157826,5,Tinto
-2.8937019365499794,0.4683691355050413,5,Tinto
-0.5346330288213359,0.9959426856084019,5,Tinto
-3.825241942364103,3.472247458120581,6,Tinto
-3.908008212320683,3.5607532926256003,5,Tinto
-2.4559640746422997,0.44131919554752147,5,Tinto
-2.2798268383403357,-1.5842527702940572,4,Tinto
-2.139078942205352,-2.6784332394422874,6,Tinto
-3.5866305085450594,-0.10644637587780986,5,Tinto
-2.392523468690936,0.5153167335864918,5,Tinto
-3.8320629404734237,0.44021344251272776,5,Tinto
-2.492394355032398,1.041459382782425,6,Tinto
-2.774136792888715,0.8169660847938529,6,Tinto
-2.459069887317307,0.15010921824389198,6,Tinto
-2.492394355032398,1.041459382782425,6,Tinto
-2.0846404328360113,0.8737309337990709,5,Tinto
-2.0585608933552044,0.18382112116136004,5,Tinto
-2.0846404328360113,0.8737309337990709,5,Tinto
-5.5575102450495635,6.082711361835466,5,Tinto
-2.620046738780802,0.8113426363305204,5,Tinto
-1.7175696533411133,1.580469933280049,6,Tinto
-1.5287241242198668,2.34669238388117,5,Tinto
-3.1432259847405972,1.4043670843575464,5,Tinto
-2.239588853361057,0.9885711347866633,5,Tinto
-2.09242534672078,1.0126934914003418,5,Tinto
-1.9739862191678317,1.924076091602918,6,Tinto
-3.1432259847405972,1.4043670843575464,5,Tinto
-1.9794545603294738,1.1644295400421807,6,Tinto
-2.6535717715883598,0.8539966946205065,6,Tinto
-2.7000758638081006,0.5097304801237926,6,Tinto
-2.9274093922342983,0.6228029230021351,6,Tinto
-2.147803765027271,0.5649797147061741,6,Tinto
-4.032313453435602,1.8139166607925612,5,Tinto
-2.9274093922342983,0.6228029230021351,6,Tinto
-3.378058968231334,0.4395289167852874,5,Tinto
-3.1730453719444864,0.6150962296725012,5,Tinto
-1.5415413330130785,0.3942990987503098,5,Tinto
-2.791494823128469,2.2426784927735,5,Tinto
-5.251720467475855,0.07148323925002671,5,Tinto
-5.2281458098405915,0.03889380905086039,5,Tinto
-3.8230755647873758,0.3398307202022234,7,Tinto
-2.156704771312307,-0.39424280166483655,5,Tinto
-1.6654456739373307,2.1227428498134735,5,Tinto
-1.9198068782733377,-2.3987246260148103,5,Tinto
-1.9198068782733377,-2.3987246260148103,5,Tinto
-2.291926458259582,-0.6109564468015586,6,Tinto
-3.6726894668364505,0.6484528887829246,6,Tinto
-3.2001900333940347,1.3518451461242267,5,Tinto
-3.2611008757053264,1.2919297881389176,5,Tinto
-2.1134786321386403,0.7854979329212907,5,Tinto
-1.774482124184983,0.6427735240513935,5,Tinto
-1.6937257875960083,0.6582706436036662,5,Tinto
-3.2001900333940347,1.3518451461242267,5,Tinto
-3.2611008757053264,1.2919297881389176,5,Tinto
-2.124813805898727,-3.4122486640161998,6,Tinto
-2.22133129586375,-0.4240900835791203,5,Tinto
-2.124813805898727,-3.4122486640161998,6,Tinto
-1.2439659127948952,2.09489430707961,5,Tinto
-2.1463104311819934,-0.7392283255566462,5,Tinto
-3.2960873118542926,2.685909717908622,5,Tinto
-2.4477302499009173,-0.29839050466209355,6,Tinto
-2.382190732536118,0.7158304814389469,6,Tinto
-1.9227312056574053,0.07764011036724462,6,Tinto
-7.39974424605605,10.017088250043654,4,Tinto
-1.9889898317988635,0.04106714940366911,5,Tinto
-1.9889898317988635,0.04106714940366911,5,Tinto
-0.8024849102214917,0.8580079997246122,5,Tinto
-0.8239007221454764,0.8485264995694544,5,Tinto
-0.8024849102214917,0.8580079997246122,5,Tinto
-0.8239007221454764,0.8485264995694544,5,Tinto
-2.954974033642921,0.11919283292645845,5,Tinto
-2.1863420210936257,0.3316772701135739,6,Tinto
-3.6835564233279245,0.6322913795106253,5,Tinto
-3.883234237671117,1.1963439017609627,4,Tinto
-2.526812154179714,0.12303406808550776,6,Tinto
-0.5795568523201894,1.3525783826736677,5,Tinto
-0.5680597066148508,1.289030454326954,5,Tinto
-1.886791083921175,1.4031512793651368,5,Tinto
-1.8920114407170419,-0.05636067124620595,5,Tinto
-2.1657874516644315,0.06129017061130473,4,Tinto
-2.8444170909373137,-0.4055055175936861,6,Tinto
-6.3261612404385135,4.8681744120724835,5,Tinto
-3.2522046973777683,0.32792632580217673,4,Tinto
-2.4904576143410813,0.7604570903510752,6,Tinto
-2.4904576143410813,0.7604570903510752,6,Tinto
-2.5767388351616325,-0.6343078780867831,6,Tinto
-1.902116738161769,0.14366682904074746,5,Tinto
-2.585395608362905,0.313279590856228,5,Tinto
-1.902116738161769,0.14366682904074746,5,Tinto
-2.7510029822285107,0.4152241822141065,6,Tinto
-3.446432768552229,0.09528208412510353,5,Tinto
-2.572580822711086,0.9886109967796521,5,Tinto
-2.572580822711086,0.9886109967796521,5,Tinto
-3.7734771645520544,4.170980332470522,5,Tinto
-2.791130748019628,0.4239260547846882,5,Tinto
-2.486499630603364,0.39810529022525687,5,Tinto
-2.560015018367079,0.3999678268699944,6,Tinto
-1.0779081169831786,1.657994477736907,5,Tinto
-1.3926358435220005,1.037684645543347,5,Tinto
-3.02280220760534,0.5943202606506575,5,Tinto
-1.0636911195496002,1.1369679991394637,5,Tinto
-0.984580265649042,1.1019320171029219,5,Tinto
-1.149117446515213,1.4949654116940032,5,Tinto
-1.8374063765002608,0.06772168531668181,6,Tinto
-1.72651688453267,0.9363364526422617,5,Tinto
-2.434301909538746,0.3969378968213986,5,Tinto
-2.434301909538746,0.3969378968213986,5,Tinto
-1.1897629772374694,1.063896615211607,5,Tinto
-2.311787631855342,0.32900778148361304,5,Tinto
-2.6943086776763603,2.5721146203854794,6,Tinto
-3.2059724567907293,-2.2643759853608416,7,Tinto
-3.6920881017075056,-1.0123983971826604,4,Tinto
-2.431880626235326,1.1702354787519298,7,Tinto
-0.9957996157087112,2.67896346109111,5,Tinto
-2.511715634593327,0.2085071014764676,5,Tinto
-1.7798516349373967,0.5682371872966975,5,Tinto
-1.8870912641987796,0.6084182078300582,6,Tinto
-2.848436477814213,3.0042755357720146,7,Tinto
-2.848436477814213,3.0042755357720146,7,Tinto
-1.1065342720124571,0.8538433308602594,5,Tinto
-1.6341167792220195,1.2709368338090863,5,Tinto
-2.8269563655359335,1.7892220913068968,7,Tinto
-3.1142661424188343,0.3157088571008734,6,Tinto
-2.7194501388793078,0.7934426187018819,6,Tinto
-2.744914283744098,2.0946038557303974,6,Tinto
-1.4368576440378151,0.24585899337624353,5,Tinto
-3.295507023755745,1.052697258512503,6,Tinto
-0.8729193232400154,1.0042001780456382,5,Tinto
-2.761148602306813,0.6012828193092152,5,Tinto
-2.779463293962387,0.9243308405798996,5,Tinto
-2.2698540998124543,0.10812380181450541,5,Tinto
-1.056419485632456,1.0809886457753073,5,Tinto
-1.3857909865894333,0.8113830392782948,6,Tinto
-1.7892697712588534,0.8867681957403891,5,Tinto
-2.9968826342498427,-0.4099258890569191,5,Tinto
-3.0377241295775783,1.1611197496066,6,Tinto
-2.5160221369429365,1.0048532492140765,4,Tinto
-1.5341499768289892,0.16736815601490382,6,Tinto
-5.487801134433457,5.347556451096569,6,Tinto
-3.8511911859552526,1.401717333533993,5,Tinto
-1.5341499768289892,0.16736815601490382,6,Tinto
-2.3660599996929945,-0.27002088205039704,5,Tinto
-1.607133115755809,-2.3729527893717512,7,Tinto
-2.135393714543338,0.04497634486685593,6,Tinto
-2.175385708008446,1.2784905134197184,6,Tinto
-2.3660599996929945,-0.27002088205039704,5,Tinto
-3.5754925632383565,1.0111857613488648,6,Tinto
-2.871281706826913,0.6348773905113794,6,Tinto
-2.871281706826913,0.6348773905113794,6,Tinto
-2.8909191759937123,0.5732006909962933,6,Tinto
-2.871281706826913,0.6348773905113794,6,Tinto
-3.5754925632383565,1.0111857613488648,6,Tinto
-4.745560425779763,3.9936532825089732,5,Tinto
-3.0084445374622613,2.4684465268691658,6,Tinto
-1.32197772596628,0.6984561750927181,6,Tinto
-3.06230978165018,3.889224361881195,7,Tinto
-3.06230978165018,3.889224361881195,7,Tinto
-4.348822692563549,0.7244921186002408,6,Tinto
-2.4933702327357854,0.30065542163433645,5,Tinto
-1.8745768352091776,0.7246781314935865,5,Tinto
-2.443567196953563,-0.008915760745556127,6,Tinto
-4.348822692563549,0.7244921186002408,6,Tinto
-2.3631427152579074,1.9363555844339262,6,Tinto
-3.046492743385023,0.16991947607302976,6,Tinto
-2.4493498603819797,1.9146584261820796,5,Tinto
-2.4098547168284106,1.1907965797000237,5,Tinto
-3.046492743385023,0.16991947607302976,6,Tinto
-1.4314797003550979,1.0778777445060792,5,Tinto
-2.359548578206093,1.575483640935596,5,Tinto
-2.9674055667080066,0.2925794313715558,5,Tinto
-6.96552761872121,7.201442437611613,5,Tinto
-2.6455233779937335,1.9316041053570208,7,Tinto
-1.8054955786191065,0.6789617452849442,5,Tinto
-3.3303183707026407,0.5083343105208233,4,Tinto
-2.660401322412338,-0.04442368220135622,5,Tinto
-1.761532223640407,0.7860944942961179,5,Tinto
-3.571081247703932,2.7897113130416034,5,Tinto
-2.6985751210491347,1.7905187469229513,7,Tinto
-3.705761192210915,1.5391114267674542,4,Tinto
-2.4472933008464715,0.15178274301997857,8,Tinto
-3.737577748388983,0.7329612161516381,6,Tinto
-3.1545568975490372,2.933299168507964,6,Tinto
-2.303533542070463,0.3894054390841577,6,Tinto
-3.1545568975490372,2.933299168507964,6,Tinto
-1.9980653770125085,2.5868433140620506,5,Tinto
-3.047704148451758,1.1850217556760139,5,Tinto
-2.0010041345816485,1.9124016123326293,5,Tinto
-2.303533542070463,0.3894054390841577,6,Tinto
-3.737577748388983,0.7329612161516381,6,Tinto
-3.1545568975490372,2.933299168507964,6,Tinto
-2.7796013213913846,1.0132091149761893,8,Tinto
-2.5428364243340886,1.5875348267892018,7,Tinto
-2.5358207247240943,2.632432553339491,6,Tinto
-4.834846475077125,4.242434010168223,7,Tinto
-2.136320947460619,0.6588348590250401,5,Tinto
-2.5428364243340886,1.5875348267892018,7,Tinto
-2.7111692893524273,2.2439425259158896,5,Tinto
-2.7111692893524273,2.2439425259158896,5,Tinto
-2.3432358523068615,2.859291732463108,6,Tinto
-2.0063365692772774,0.4530618968576079,6,Tinto
-3.1331411638376787,1.0194501222696069,7,Tinto
-2.2077366380284356,4.02499438622656,5,Tinto
-3.1331411638376787,1.0194501222696069,7,Tinto
-4.7827977843308265,3.950984570667124,5,Tinto
-2.8136131351637594,1.9631810397316496,6,Tinto
-2.4964253422138807,0.14275082832383082,6,Tinto
-2.5910439324533447,4.082051294171219,6,Tinto
-2.600533924523394,2.6734900898310126,5,Tinto
-2.5591485861126637,2.2123738341714443,5,Tinto
-3.6750589213016744,0.5464137544813445,5,Tinto
-4.0650718172099305,0.8441695557348737,5,Tinto
-3.6366902761427684,0.454260233555874,5,Tinto
-2.4742859764822778,-0.008232859225465197,6,Tinto
-2.223779588244577,1.4792229239265027,6,Tinto
-3.7600990179369473,1.276047344815402,5,Tinto
-3.9802262797813337,1.17209947006881,5,Tinto
-1.8954587744021163,2.054978415995547,5,Tinto
-2.4410349983652604,2.38866858747391,6,Tinto
-2.37345286037892,0.7645207419200969,5,Tinto
-3.737064672754348,3.3681019814372797,6,Tinto
-3.8319179665820444,3.4223510592799498,6,Tinto
-1.6393327825215576,0.2734749148240989,6,Tinto
-2.4410349983652604,2.38866858747391,6,Tinto
-1.5103022841163487,0.6806472075988739,6,Tinto
-1.8436577133516203,1.7014394253762375,6,Tinto
-0.8201182142946505,1.3772051893278758,5,Tinto
-1.6601905982444227,0.19064845589237583,5,Tinto
-1.9508744089934364,0.009653705548095732,6,Tinto
-2.0025919564103694,2.107490605579443,5,Tinto
-2.792284396868591,1.5329885037428594,6,Tinto
-2.961390475723995,1.4591857185622295,7,Tinto
-2.792284396868591,1.5329885037428594,6,Tinto
-2.961390475723995,1.4591857185622295,7,Tinto
-2.092233935732316,2.1435561834984207,5,Tinto
-3.120578950070325,0.7907880665744115,5,Tinto
-2.1674155297021294,2.5640496246263953,6,Tinto
-1.918226550635354,3.117605482826988,6,Tinto
-1.918226550635354,3.117605482826988,6,Tinto
-3.3509215365199205,2.551447600525343,7,Tinto
-3.4199908250070603,1.8073916951972206,5,Tinto
-2.7027139431729306,3.3418702955185777,6,Tinto
-2.662228750362548,1.8362910346759564,5,Tinto
-2.632645157806457,1.4279798747848114,6,Tinto
-2.632645157806457,1.4279798747848114,6,Tinto
-1.1936771431378328,1.1618409198769708,6,Tinto
-2.5171664496918265,0.29086718737724837,5,Tinto
-3.2718544692435922,-0.17902771583986032,7,Tinto
-4.359927925631746,2.655865431783738,7,Tinto
-2.754383944546479,-0.5410861734998715,6,Tinto
-1.6035833687942984,0.8076545597590215,5,Tinto
-2.829247864417666,3.4555140000103943,6,Tinto
-3.748419661677607,3.8315302508802787,7,Tinto
-3.4604054322492925,3.6393591625757327,6,Tinto
-3.1439424644789855,1.392240424112091,6,Tinto
-3.4211887903518625,2.3862320537866317,6,Tinto
-3.4211887903518625,2.3862320537866317,6,Tinto
-3.4094735294615632,2.901005173913848,6,Tinto
-2.7314028028165205,0.44267796765585615,5,Tinto
-4.038251970754413,-0.8613508912541894,7,Tinto
-3.8512932024912327,3.0455151108050025,6,Tinto
-3.0263352692209966,2.129568006109565,6,Tinto
-4.2700417166732105,1.9540377257757806,6,Tinto
-4.167339627979162,2.963002505549099,6,Tinto
-4.262358800231375,1.9561292707842368,6,Tinto
-3.456516645505104,1.0074370072916614,5,Tinto
-2.946587918395198,3.552094782198905,5,Tinto
0.6488625526603227,-1.5384905460869975,6,Tinto
-3.4559348549730595,-1.3909446984259588,6,Tinto
-2.549771803631896,2.625437259311683,5,Tinto
-2.9124210559403707,1.7363597238022102,7,Tinto
-3.2290473305536076,3.3440353312257085,7,Tinto
-2.6021934054133133,3.4843997287219883,6,Tinto
-2.6509737878764326,1.6059907591331344,5,Tinto
-2.7267087270205983,1.6137003253778575,6,Tinto
-2.5326444256542215,2.8054516037415156,5,Tinto
-3.1578910288546242,3.0616298703980798,5,Tinto
-2.971319660451948,4.187457880173021,7,Tinto
-3.476645292324617,1.6712319776410542,6,Tinto
-2.971319660451948,4.187457880173021,7,Tinto
-2.643111869573286,2.9993456671820273,5,Tinto
-2.272521131816196,3.269077744218807,5,Tinto
-3.1434357773792234,0.9780745807767364,7,Tinto
-2.8301131564421667,0.3830841504403941,5,Tinto
-2.0237266585997538,1.1499310667773202,6,Tinto
-2.290252906456946,1.2749834344436968,6,Tinto
-1.9691822835676693,1.1844238197150645,5,Tinto
-3.0618943526057536,3.9270473455284174,6,Tinto
-3.4241428460961534,2.830871092504657,7,Tinto
-3.4160801182939364,2.8931701712749875,6,Tinto
-3.1434357773792234,0.9780745807767364,7,Tinto
-3.7402646733837623,2.2195322399320885,6,Tinto
-2.022232732242269,1.073650147647369,6,Tinto
-2.060082888889195,1.4198551638452481,6,Tinto
-2.7423640879636766,4.106432004216514,6,Tinto
-2.060082888889195,1.4198551638452481,6,Tinto
-2.060082888889195,1.4198551638452481,6,Tinto
-2.3592505782291866,1.3403028739735205,5,Tinto
-3.3389535052507338,0.8578192028334561,6,Tinto
-2.5232151912540197,1.3844115408804238,6,Tinto
-2.629212316799991,0.847574617161846,6,Tinto
-2.3295527550274486,1.3086891828372256,6,Tinto
-2.318120069296739,1.7493590037634148,7,Tinto
-3.2717113729122826,-2.236485783260674,8,Tinto
-2.7423640879636766,4.106432004216514,6,Tinto
-1.981113686811259,1.6653818969337653,5,Tinto
-1.8312473952849335,2.128245985396608,5,Tinto
-2.7713706379592757,3.069936533507023,5,Tinto
-2.3503247272822274,1.8277831383092629,7,Tinto
-0.8580029406931913,1.5758925862064286,5,Tinto
-2.836972402284549,2.3314351773939355,6,Tinto
-2.836972402284549,2.3314351773939355,6,Tinto
-2.6160554348917584,1.094107225748407,5,Tinto
-0.8580029406931913,1.5758925862064286,5,Tinto
-1.15394623064684,-0.5790032902292621,6,Tinto
-2.25785260877287,2.8556120201547013,6,Tinto
-2.9485700128533567,2.466053232758576,6,Tinto
-2.8082980581301755,0.9479710916680906,5,Tinto
-2.2698497553516632,0.750422007593499,6,Tinto
-2.4427691651798975,1.243859117670945,6,Tinto
-2.5564576608963727,2.663024647468524,7,Tinto
-3.27388338888046,2.221950454309084,6,Tinto
-1.7604851853748535,2.835882125443583,4,Tinto
-1.6605958288841465,1.6259886471704619,6,Tinto
-1.8638751177830832,1.6473831318088161,5,Tinto
-2.5992722311655743,1.0050370039752952,5,Tinto
-2.8970342188035185,1.8244616672545912,7,Tinto
-1.4229638795598911,1.7687581155063825,5,Tinto
-2.677512315574046,3.560105441219853,5,Tinto
-3.176283739301422,1.5093644605523981,6,Tinto
-1.330274075539569,-0.14705685912257951,5,Tinto
-3.487278993288794,2.852943616665328,6,Tinto
-2.896402347641078,0.1489412829773064,5,Tinto
-2.3551744646957378,0.9668167439702056,7,Tinto
-2.783726721687343,-1.3186263937112903,7,Tinto
-2.742023568071322,-0.30746439625095867,5,Tinto
-2.655518582271767,1.5365225415072472,7,Tinto
-2.742023568071322,-0.30746439625095867,5,Tinto
-2.783726721687343,-1.3186263937112903,7,Tinto
-2.251531024318005,-1.3899697194818277,6,Tinto
-3.4758404174208453,1.2508147629010533,6,Tinto
-2.5364404533514797,1.3876706420603786,5,Tinto
-3.508516160527347,3.293557203360498,6,Tinto
-2.655518582271767,1.5365225415072472,7,Tinto
-1.6309199225563038,1.1995114206356676,5,Tinto
-2.354993785984808,1.1481782438280768,6,Tinto
-2.5187026552082075,3.0953583502426287,5,Tinto
-2.211097016695724,2.7768926110637686,6,Tinto
-2.5187026552082075,3.0953583502426287,5,Tinto
-1.596963057685984,0.48564604737658196,6,Tinto
-2.4989727221998534,1.992507000108481,6,Tinto
-2.211097016695724,2.7768926110637686,6,Tinto
-2.0754163305363096,0.3189198955563164,5,Tinto
-2.322397479456438,3.3171877112844363,8,Tinto
-2.541937453870288,2.1527795219329953,6,Tinto
-3.7132375058862825,4.873652442402067,7,Tinto
-2.5803684784796808,0.7764525973278149,7,Tinto
-3.3919575846050916,-2.218646122003222,7,Tinto
-3.4198313578859003,1.2827300093033398,6,Tinto
-1.856678659398633,3.0394143765075046,5,Tinto
-3.4946952917364524,1.1335586651997775,5,Tinto
-2.7851448555175478,0.8541766206639119,6,Tinto
-2.2218377108769274,2.7198659719253118,6,Tinto
-2.2218377108769274,2.7198659719253118,6,Tinto
-5.337467585335684,5.33089325293887,6,Tinto
-2.7239291229301807,0.016068674229073213,6,Tinto
-2.698314664680264,1.9788064762921076,7,Tinto
-1.2499459224260645,-0.6339947334064027,5,Tinto
-3.364600113640194,1.5754371085447045,8,Tinto
-3.1374976394184766,1.3412962363916359,5,Tinto
-2.326147644569008,1.829172752540759,5,Tinto
-2.698314664680264,1.9788064762921076,7,Tinto
-2.5589363995388457,3.277004798384426,3,Tinto
-2.4662536744964063,0.8722594902887867,6,Tinto
-2.9910568052227706,1.39457565569655,5,Tinto
-2.119521934794675,1.2948947736949412,5,Tinto
-0.82053763795258,2.2919915330137184,5,Tinto
-2.4170218440219045,2.866108724004718,6,Tinto
-3.2394777975089606,2.4621464927946795,5,Tinto
-2.4159518334962926,1.3710910822547369,6,Tinto
-3.09003493201861,-0.8322636518335046,6,Tinto
-2.4388119905123697,3.0947456156615125,6,Tinto
-2.5899308460154526,0.5490070919004548,5,Tinto
-2.164706616500786,3.0487851147341902,5,Tinto
-2.3518090219113885,1.1251280516925681,6,Tinto
-2.3181861121528704,3.043708682102624,6,Tinto
-2.6788910401590167,1.2760927159023976,5,Tinto
-2.665435798265571,2.370411295101827,6,Tinto
-3.2419429918655926,1.6549789449134678,5,Tinto
-2.518537757844285,1.5387560623081311,5,Tinto
-3.1025267851350486,1.7473946140463792,6,Tinto
-3.2419429918655926,1.6549789449134678,5,Tinto
-3.4344319637569116,1.4375009083981864,6,Tinto
-1.305651502123202,3.801346540568252,5,Tinto
-2.7037112558176153,1.0513632255052006,8,Tinto
-3.5983502408352406,3.650640083815097,5,Tinto
-3.5833523834644363,3.6801900641033893,5,Tinto
-2.7737242396112687,1.2272052822949842,6,Tinto
-2.7391656983421684,1.3097161456476767,5,Tinto
-2.7391656983421684,1.3097161456476767,5,Tinto
-2.672104788978239,1.2818488794010965,6,Tinto
-2.2465830799572575,2.7537665739242745,7,Tinto
-2.6615749304624807,1.412301139279007,6,Tinto
-2.9533284419995534,1.4551760896305332,6,Tinto
-2.710579726811631,-0.41603136167535,7,Tinto
-2.7442236569460814,-0.41814956829910194,7,Tinto
-2.9504741264836656,1.295724142412972,6,Tinto
-0.5922473509046337,-0.8767037262987988,6,Tinto
-2.470723842272679,1.357945412619355,8,Tinto
-2.577437847381732,1.2367512134895313,6,Tinto
-0.9448605274500739,0.5143812022510013,5,Tinto
-2.470723842272679,1.357945412619355,8,Tinto
-2.9504741264836656,1.295724142412972,6,Tinto
-2.577437847381732,1.2367512134895313,6,Tinto
-1.379982027271056,2.3318595753164106,7,Tinto
-1.379982027271056,2.3318595753164106,7,Tinto
-3.1212968952346345,1.7962457388117645,7,Tinto
-3.1953573893148315,1.7226695025550784,7,Tinto
-2.7830957206875753,1.023833825485581,7,Tinto
-3.122157885603744,1.6502109311859667,7,Tinto
-3.4751570064485686,3.034105539733447,6,Tinto
-2.37857747955302,2.064123425521514,6,Tinto
-1.9780911316440422,2.7836424941849724,7,Tinto
-1.9136569752591939,2.838854553192618,5,Tinto
-2.37857747955302,2.064123425521514,6,Tinto
-2.6522730644341133,2.8674835240273975,6,Tinto
-3.0049009957945887,1.6592313972056936,7,Tinto
-3.0049009957945887,1.6592313972056936,7,Tinto
-2.212132642059594,3.8702244459861803,5,Tinto
-4.015647756100477,2.7459420500836726,6,Tinto
-3.946611184837824,3.9572645211409347,3,Tinto
-2.2935768131581082,1.1821357338211083,6,Tinto
-1.0094536594623185,0.7149241587870737,5,Tinto
-2.6551634210493535,1.883305535445886,6,Tinto
-2.044713863558468,1.3165493937010107,5,Tinto
-1.2663132361233607,2.097762954017677,5,Tinto
-0.3779387857232739,1.9803176951894164,5,Tinto
-1.2302541723314229,1.9052386995931179,5,Tinto
-2.8665616632725883,2.47840511469536,5,Tinto
-1.0094536594623185,0.7149241587870737,5,Tinto
-1.4409126197269926,0.3962115326111001,6,Tinto
-1.6129954420772334,2.157553267748785,6,Tinto
-2.7971444690894343,1.6818477226714599,5,Tinto
-3.028687030847727,1.1787623924107546,6,Tinto
-2.553550475045259,2.802617172347124,5,Tinto
-2.553550475045259,2.802617172347124,5,Tinto
-2.431303906501471,-0.18709806905026333,6,Tinto
-2.8237077522124405,1.9486566873241784,6,Tinto
-3.028687030847727,1.1787623924107546,6,Tinto
-2.7971444690894343,1.6818477226714599,5,Tinto
-4.082266297024149,0.8017240986146743,6,Tinto
-2.72822337109406,2.4860160560334474,7,Tinto
-2.833639001067561,2.5909261043689744,5,Tinto
-2.7160976779417263,1.987129714512506,5,Tinto
-2.482425578225195,1.6353394590066783,6,Tinto
-3.096402872494934,1.1248667851914032,5,Tinto
-3.1766600931694193,2.159401540973909,6,Tinto
-2.6092466230001268,4.696744828506788,6,Tinto
-0.7485690147781765,2.3928822410015735,5,Tinto
-3.080565352242433,1.0496755917428093,6,Tinto
